0	1	1	0	0	0	0	0	1	1	1	1	1	
1	1	0	1	0	1	1	1	1	1	1	0	1	
2	0	0	1	0	1	0	0	0	0	1	0	1	
3	0	0	0	1	1	1	1	0	1	0	1	1	
4	1	1	1	1	1	1	0	0	1	1	0	0	
5	0	1	0	1	1	0	0	0	1	0	1	0	
6	1	1	1	1	0	1	1	0	1	0	1	1	
7	1	0	1	0	1	0	0	0	1	1	1	1	
8	0	0	1	1	1	1	1	1	1	0	1	1	
9	1	1	1	1	0	0	1	0	0	1	0	0	
10	1	0	1	1	1	0	1	1	1	1	1	1	
11	0	0	0	1	0	0	0	1	1	1	1	1	
12	0	0	0	1	1	1	0	0	1	0	1	1	
13	1	1	1	0	0	1	1	0	1	0	1	1	
14	1	1	0	1	1	0	0	1	0	0	0	0	
15	0	1	0	1	1	0	0	0	1	0	1	0	
16	1	0	1	1	1	0	1	1	0	0	1	0	
17	1	0	1	0	1	0	1	1	1	1	1	1	
18	0	1	1	0	1	0	0	1	0	0	1	0	
19	1	1	1	1	1	0	0	0	1	0	1	1	
20	0	0	0	1	0	1	0	0	1	0	1	1	
21	0	1	0	1	1	0	1	0	1	1	1	0	
22	1	1	0	0	0	0	1	0	0	0	1	0	
23	0	0	0	0	0	0	0	0	1	0	0	0	
24	0	0	1	1	0	0	1	0	1	1	0	0	
25	0	1	1	0	0	0	1	0	1	0	0	1	
26	0	0	1	0	1	0	0	1	0	0	0	1	
27	0	0	1	0	0	1	0	1	0	1	1	0	
28	1	1	1	0	0	0	1	1	0	1	0	0	
29	0	1	1	0	1	0	0	1	0	1	0	0	
30	1	1	0	0	0	1	1	1	1	1	0	1	
31	0	1	1	1	0	0	0	0	0	1	0	0	
32	0	0	1	1	0	1	0	1	0	0	0	0	
33	1	0	0	1	0	1	1	0	0	0	1	0	
34	0	0	0	0	1	0	0	1	0	0	0	0	
35	0	0	0	0	0	1	0	1	1	1	1	0	
36	0	0	0	0	0	0	1	1	0	1	1	0	
37	0	0	0	1	1	0	1	1	0	0	0	1	
38	0	0	1	1	1	1	0	0	0	1	1	1	
39	0	0	0	1	1	1	1	0	1	0	1	1	
40	1	0	0	1	0	0	0	1	1	0	1	1	
41	0	0	0	0	1	0	1	1	1	0	1	0	
42	1	1	0	0	0	0	1	0	1	1	0	1	
43	1	1	0	1	0	1	0	1	0	1	0	1	
44	0	0	0	0	1	0	0	1	1	1	1	0	
45	1	0	1	0	1	1	0	0	1	0	1	1	
46	1	0	1	1	1	0	1	0	1	1	0	1	
47	0	1	0	1	0	1	0	0	0	0	1	1	
48	1	0	0	0	0	1	1	0	1	0	1	0	
49	0	1	1	1	0	0	1	1	0	1	0	1	
50	1	0	0	1	0	1	0	0	0	1	1	0	
51	0	0	1	0	1	1	1	1	0	0	1	1	
52	0	1	1	1	0	0	0	1	0	1	0	0	
53	1	0	0	1	0	0	1	0	0	0	0	0	
54	0	1	0	0	0	0	1	1	1	1	1	0	
55	0	0	0	1	0	0	1	1	1	1	0	1	
56	0	0	1	1	1	0	1	1	1	1	0	1	
57	0	0	0	1	0	0	1	1	0	0	0	1	
58	1	0	1	1	1	0	0	0	0	0	0	0	
59	0	1	1	0	1	1	0	0	0	1	1	0	
60	1	1	1	0	0	0	0	0	1	1	1	1	
61	1	1	0	0	1	1	1	0	0	1	0	1	
62	1	1	0	1	0	0	0	0	0	1	1	1	
63	0	0	0	1	1	0	1	0	0	0	0	1	
64	0	1	1	0	0	1	1	0	1	1	0	1	
65	1	1	0	1	0	0	1	1	0	0	0	0	
66	0	0	0	0	0	1	1	1	1	1	1	0	
67	0	1	0	1	0	0	1	0	1	1	0	0	
68	1	0	0	0	0	1	0	1	0	0	1	1	
69	0	1	1	1	0	1	0	1	1	0	1	0	
70	0	0	1	1	0	0	0	0	1	1	0	0	
71	0	1	0	0	1	0	0	0	1	0	0	0	
72	1	1	0	1	1	0	0	1	0	1	1	1	
73	1	0	1	1	0	1	0	1	1	0	1	1	
74	0	1	0	1	1	0	0	0	1	0	1	0	
75	1	0	0	1	0	1	0	0	0	0	0	0	
76	0	0	0	0	1	0	0	0	1	1	1	0	
77	0	1	1	1	1	1	0	1	1	0	0	0	
78	1	1	0	1	0	0	0	1	1	1	1	1	
79	0	1	1	1	0	0	1	0	0	0	0	1	
80	1	0	1	1	1	0	0	1	1	0	1	1	
81	0	0	1	1	0	1	0	1	1	0	0	0	
82	0	0	1	1	1	1	0	1	0	0	1	1	
83	1	1	1	0	0	0	0	1	1	0	0	0	
84	0	0	1	0	1	1	0	0	1	0	1	1	
85	0	0	1	1	0	0	1	1	0	0	1	0	
86	1	0	0	1	0	1	1	0	1	1	0	0	
87	1	0	0	0	1	0	0	1	1	0	0	1	
88	0	1	0	0	1	0	0	1	1	0	1	0	
89	0	0	0	1	0	0	0	1	0	0	0	1	
90	0	0	0	0	1	1	1	0	0	0	1	0	
91	1	0	1	1	0	1	0	0	0	0	1	0	
92	1	1	0	1	0	0	1	0	0	0	0	0	
93	1	1	1	1	1	1	1	0	1	1	1	1	
94	1	0	0	0	0	1	0	0	0	0	0	0	
95	1	1	0	0	0	1	1	0	0	1	0	1	
96	0	1	0	1	0	1	1	0	0	0	1	1	
97	1	1	1	1	0	0	0	1	0	1	0	0	
98	1	0	0	0	1	0	0	0	1	0	0	0	
99	1	1	1	1	0	0	0	1	0	0	0	0	
100	1	1	1	1	1	1	1	0	1	0	1	1	
101	1	1	1	0	0	1	0	1	1	0	1	1	
102	1	0	1	1	0	0	0	0	0	1	0	0	
103	1	0	1	0	0	1	1	1	1	0	0	1	
104	0	1	1	0	0	1	1	1	1	1	1	1	
105	1	0	0	1	1	1	0	0	1	0	0	0	
106	0	1	0	1	1	0	0	0	1	1	0	0	
107	0	1	0	0	1	0	1	0	0	0	0	0	
108	0	0	0	1	0	1	1	1	1	1	1	1	
109	1	1	0	1	1	0	0	0	0	1	0	1	
110	1	1	1	0	1	0	0	1	0	0	1	1	
111	0	0	0	1	1	1	1	1	1	0	1	1	
112	0	1	1	0	0	0	0	1	1	0	0	0	
113	0	0	1	1	1	0	1	1	0	0	1	1	
114	0	1	1	0	0	1	0	1	1	0	1	0	
115	0	1	1	1	1	0	0	0	0	0	1	0	
116	1	0	1	0	0	1	0	1	1	1	0	1	
117	0	1	0	0	1	0	1	0	1	0	1	0	
118	1	0	0	1	1	0	1	0	1	0	1	0	
119	1	0	0	1	0	1	1	1	1	1	1	1	
120	1	1	0	0	0	1	0	0	0	1	1	1	
121	0	0	1	1	0	0	1	0	1	0	1	0	
122	1	0	0	0	1	1	1	1	0	1	0	1	
123	0	1	1	1	1	1	0	0	1	0	0	0	
124	1	1	1	1	0	1	1	1	1	0	0	0	
125	0	0	0	1	1	0	1	1	1	1	1	1	
126	0	1	0	0	1	0	1	0	1	0	0	0	
127	1	0	1	1	0	0	0	0	0	1	1	0	
128	0	0	0	0	1	0	1	1	0	0	1	0	
129	0	1	1	1	1	0	1	0	0	1	0	1	
130	0	0	1	1	1	0	1	1	1	1	0	1	
131	1	0	0	1	0	1	0	1	1	1	0	1	
132	0	1	1	0	0	0	1	0	0	1	1	1	
133	0	0	0	1	1	0	0	1	0	1	0	1	
134	0	1	0	0	1	0	0	1	0	0	0	0	
135	1	1	0	1	1	0	0	1	0	0	1	0	
136	1	0	1	0	1	1	1	0	1	1	1	1	
137	0	0	1	1	0	0	1	0	1	0	0	0	
138	0	1	0	0	0	0	0	1	1	0	0	0	
139	1	0	0	0	1	1	0	1	0	0	1	1	
140	1	0	0	0	1	1	1	0	0	1	0	0	
141	0	0	0	1	0	0	1	1	1	1	1	1	
142	1	1	0	0	1	0	1	1	0	0	1	0	
143	1	0	1	1	0	1	1	0	0	1	0	0	
144	0	0	0	1	0	1	0	1	0	0	0	1	
145	1	0	0	0	1	1	1	0	1	0	1	0	
146	1	1	1	1	0	0	1	1	0	0	1	1	
147	0	1	0	0	1	0	0	0	0	0	0	0	
148	1	1	1	1	0	0	0	1	0	1	0	0	
149	1	0	0	1	1	1	1	0	1	1	0	0	
150	1	0	0	1	1	0	0	0	0	0	1	0	
151	1	0	1	0	0	0	1	1	1	0	0	1	
152	0	1	0	0	0	1	1	1	0	0	0	1	
153	1	1	1	0	1	1	1	1	1	1	0	0	
154	1	0	0	1	0	1	1	0	0	0	1	0	
155	1	0	1	1	0	0	1	0	0	0	1	0	
156	0	0	1	0	0	1	1	0	0	0	0	0	
157	0	1	0	1	0	0	0	1	0	0	1	0	
158	0	1	1	0	1	0	1	0	0	0	0	1	
159	1	1	0	0	1	0	1	0	0	1	0	1	
160	0	0	1	0	1	0	1	1	1	0	1	1	
161	0	1	0	1	1	1	1	0	1	0	0	1	
162	1	1	1	0	0	0	0	0	1	0	0	0	
163	0	0	1	1	0	0	0	1	1	0	0	0	
164	1	1	0	1	1	1	1	1	0	1	1	1	
165	0	1	1	1	0	0	0	0	1	1	1	0	
166	1	1	1	0	1	0	1	1	1	1	0	0	
167	0	1	1	1	1	1	1	0	1	1	1	1	
168	1	1	0	0	0	0	1	0	0	0	1	0	
169	1	0	0	1	0	0	0	1	1	0	0	1	
170	1	1	1	0	1	1	1	1	1	0	1	1	
171	1	0	0	1	1	0	1	1	0	1	1	1	
172	0	1	0	0	1	0	1	0	1	1	1	0	
173	0	1	1	1	1	0	0	0	1	1	1	0	
174	1	1	1	0	1	0	1	0	1	1	0	0	
175	0	1	1	1	1	0	0	0	1	0	0	0	
176	1	1	0	1	0	1	1	0	0	1	0	1	
177	0	0	1	0	1	1	1	1	1	1	0	1	
178	0	0	1	0	1	0	0	1	0	1	0	1	
179	1	0	0	0	1	1	0	1	0	0	0	1	
180	0	1	1	0	1	0	0	1	1	0	0	0	
181	0	1	0	1	0	0	0	0	1	0	0	0	
182	0	0	1	1	0	0	0	0	0	1	1	0	
183	0	1	0	1	1	0	0	1	0	1	0	0	
184	1	1	1	0	0	1	0	1	1	0	1	1	
185	0	1	0	1	0	1	0	1	0	0	1	1	
186	0	0	0	1	0	0	1	0	1	1	1	1	
187	1	0	1	0	0	0	0	0	1	0	0	1	
188	1	0	1	0	1	0	0	1	0	0	0	0	
189	0	0	0	0	1	1	1	1	0	0	0	0	
190	1	1	0	0	1	0	0	0	0	0	0	0	
191	0	1	0	0	0	1	0	1	1	0	1	1	
192	0	1	1	1	1	0	1	1	1	0	1	1	
193	1	0	0	1	0	0	1	0	0	0	1	0	
194	0	0	0	1	1	1	1	1	0	1	0	1	
195	0	1	0	1	1	1	0	0	1	1	1	1	
196	0	1	0	1	1	1	0	0	0	1	0	1	
197	0	0	0	0	1	0	0	0	1	0	1	0	
198	1	1	1	0	0	1	0	1	0	0	1	1	
199	0	1	0	1	0	0	1	1	1	0	0	0	
200	0	0	1	1	1	0	0	1	0	1	1	1	
201	1	0	1	1	0	1	1	0	0	1	0	0	
202	1	0	0	0	0	0	0	0	0	1	0	0	
203	0	0	0	0	0	0	1	0	0	0	0	0	
204	1	0	1	0	0	1	1	0	1	1	1	1	
205	0	0	0	1	1	0	1	0	1	0	0	1	
206	0	0	0	1	1	0	1	0	0	0	0	1	
207	0	1	1	0	1	1	0	1	0	0	1	0	
208	1	0	0	0	0	0	0	0	1	0	1	0	
209	1	0	1	1	1	1	0	0	0	0	1	0	
210	0	1	1	0	1	1	0	0	1	1	0	0	
211	0	0	1	1	0	1	0	0	1	0	0	0	
212	0	1	0	0	0	0	1	0	1	1	0	0	
213	0	1	1	0	1	0	0	0	0	0	0	0	
214	0	1	0	0	0	1	1	0	1	1	1	1	
215	0	0	1	0	1	1	1	0	1	0	0	1	
216	1	1	0	0	0	0	1	1	1	1	1	1	
217	1	1	0	1	0	0	0	0	1	1	0	1	
218	1	1	0	1	0	0	0	0	1	0	0	0	
219	0	1	1	0	0	1	1	1	1	1	0	1	
220	1	0	0	0	1	1	1	0	0	0	1	0	
221	1	0	1	1	0	1	1	1	0	0	1	0	
222	1	1	0	1	0	0	1	1	0	1	0	1	
223	1	1	0	1	0	1	0	1	0	1	1	1	
224	1	1	0	0	0	0	0	1	1	1	0	1	
225	0	1	0	1	0	0	0	0	0	0	1	0	
226	0	0	0	0	0	1	1	0	1	0	1	0	
227	1	1	1	0	1	1	1	1	0	0	1	1	
228	1	1	1	0	0	0	0	0	1	0	1	1	
229	0	1	0	1	0	0	0	0	1	1	1	0	
230	0	0	0	1	1	1	1	0	1	0	0	1	
231	1	0	1	0	1	0	1	1	0	0	0	0	
232	1	1	0	1	1	0	1	1	1	1	1	1	
233	1	1	0	1	1	0	0	0	0	0	1	0	
234	1	0	1	0	0	1	0	0	1	0	0	1	
235	0	1	1	0	1	0	0	0	1	1	0	0	
236	0	1	1	1	1	0	1	1	1	0	1	1	
237	1	1	1	0	1	1	0	0	0	1	1	1	
238	1	0	1	0	1	0	1	0	0	0	1	0	
239	1	0	0	1	0	1	0	0	0	0	1	0	
240	1	0	1	1	0	1	1	1	0	1	0	0	
241	1	0	1	0	0	0	1	0	0	1	1	0	
242	1	1	1	1	1	0	1	1	0	1	0	0	
243	1	1	0	1	1	1	1	1	1	0	1	0	
244	0	1	0	1	0	0	0	0	1	0	1	0	
245	1	0	1	0	1	1	1	0	1	1	0	1	
246	1	1	1	1	1	1	0	0	0	1	1	1	
247	1	0	1	1	0	0	0	1	0	1	1	0	
248	1	0	1	0	0	1	0	1	1	0	0	1	
